,0.0001,0.001,0.01,0.1,1.0,2.0,5.0,10.0,100.0,1000.0
1e-05,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705
0.0001,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705
0.001,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705,43.784749801429705
0.01,43.784749801429705,43.784749801429705,43.784749801429705,42.454328832406674,16.547524490336247,15.117818374371195,17.593328038125495,26.56870532168388,43.784749801429705,43.784749801429705
100.0,14.813343923749006,6.407201482658194,3.8456446915541433,0.7942811755361397,0.0,0.0,0.0,0.0,0.0,0.0
1000.0,6.407201482658194,4.09054805401112,1.8996558114906008,0.14561821551495896,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,4.15011914217633,2.7005559968228754,0.7280910775747949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000.0,2.8660312417262377,1.6216574000529522,0.20518930368016944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000000.0,2.376224516812285,0.7214720677786602,0.026476039184537992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000000.0,2.17765422292825,0.4567116759332804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
